date;time;open;high;low;close;total_quantity;weighted_average;volume
2023-01-02;10:00:00;143.09492385437684;145.40913639783028;142.80566016059225;144.9270106237747;591473.2531331457;144.11638827767257;85240989.00439453
2023-01-02;11:00:00;144.9270106237747;144.9270106237747;143.67348066856795;144.3484538095836;232279.63744391297;144.40050648641008;33541297.293380737
2023-01-02;12:00:00;144.3484538095836;144.54130117654364;143.28778593464784;143.4806333016079;146554.0815327828;143.69064231603286;21058450.10948181
2023-01-02;13:00:00;143.38420226147238;143.67348066856795;142.13067230626564;142.9985075275523;250310.20222138855;142.94902046090223;35781598.21891785
2023-01-02;14:00:00;142.9985075275523;142.9985075275523;141.93782493930559;142.51638175349672;179695.84839081726;142.42314266118905;25592847.45098877
2023-01-02;15:00:00;142.70922912045674;143.38420226147238;142.4199507133612;142.9985075275523;95141.14877980041;142.8974979169038;13595432.109573364
2023-01-02;16:00:00;142.9020764874168;144.15560644262354;142.9020764874168;143.67348066856795;180835.59247746432;143.51409468274062;25952456.340820312
2023-01-02;17:00:00;143.67348066856795;144.05917540248802;142.4199507133612;143.57704962843243;392078.1882492795;143.0308706726234;56079284.637039185
2023-01-02;18:00:00;143.67348066856795;143.67348066856795;143.67348066856795;143.67348066856795;51796.65005239951;143.67348066856795;7441805
2023-01-03;10:00:00;143.866328035528;144.73416325681464;142.4199507133612;142.80566016059225;481786.10748408997;143.360504742027;69069099.5466156
2023-01-03;11:00:00;142.9985075275523;143.28778593464784;140.87715706436987;141.16642075815446;434967.41158629087;142.02878969268576;61777895.023361206
2023-01-03;12:00:00;141.16642075815446;142.32353438653666;141.07000443132992;141.84140861248108;208075.37244095065;141.66553783723916;29477109.547531128
2023-01-03;13:00:00;141.84140861248108;142.9020764874168;141.45569916525;142.13067230626564;306801.6852858456;142.0038019227675;43567005.746902466
2023-01-03;14:00:00;142.22710334640115;143.67348066856795;141.74497757234556;142.9020764874168;463263.9697338476;142.6412937811011;66080572.00500488
2023-01-03;15:00:00;142.80566016059225;144.25203748275905;142.32353438653666;143.09492385437684;446862.64786822145;143.41048342415695;64084788.35498047
2023-01-03;16:00:00;143.09492385437684;143.38420226147238;141.93782493930559;142.61279808032123;257097.85012594264;142.5103204400261;36639097.00588989
2023-01-03;17:00:00;142.61279808032123;143.76991170870346;141.64854653221005;142.13067230626564;458471.6517862625;142.81599767975936;65477086.35774231
2023-01-03;18:00:00;141.5521302053855;141.5521302053855;141.5521302053855;141.5521302053855;102016.94795584223;141.5521302053855;14440716.300201416
2023-01-04;10:00:00;141.74497757234556;142.22710334640115;138.75579188787646;139.81647447612318;538690.345913866;140.1021485063246;75471674.84214783
2023-01-04;11:00:00;139.81647447612318;140.68429498409884;139.62362710916312;139.72004343598766;302369.2319406868;140.08844835385096;42358436.53251648
2023-01-04;12:00:00;139.72004343598766;140.29860025017877;139.5271960690276;140.1057528832187;197567.74087961495;139.94652506536687;27648918.801116943
2023-01-04;13:00:00;140.1057528832187;141.64854653221005;140.1057528832187;140.20216921004325;445351.63136754377;140.80826255480594;62709189.438812256
2023-01-04;14:00:00;140.20216921004325;140.39503129031428;136.0558993238139;136.92371983178958;1028675.5587200957;137.8353453707903;141787850.91067505
2023-01-04;15:00:00;136.82728879165407;138.0808187468608;136.73087246482953;137.0201508719251;526453.9123575889;137.43021221858038;72350672.89860535
2023-01-04;16:00:00;136.92371983178958;137.21299823888515;135.67018987658284;136.34516301759848;667948.1109069767;136.42659658558864;91125887.46681213
